LH No.,Subject:,Date,Tags,Description
77-1797,,,formal event; women; 1940s-1950s fashion; white gown; black and white photograph,"A black and white photograph showing three women at what appears to be a formal social event, with a woman in an elegant white gown in the foreground and two other women in dark formal attire beside a brick wall."
77-1798,,,parade float; 1948; vintage clothing; crowd; black and white photograph,"A 1948 parade float featuring ""The Easy Way with Michigan Softwares"" signage, with spectators lining the street and people visible on the decorated platform with draped fabric and sand or similar material."
77-1799,,,downtown street; wooden utility poles; brick buildings; early 20th century; black and white photograph,"A black and white photograph showing a downtown street scene in Corning, NY with wooden utility poles, brick industrial buildings on either side, and numerous pedestrians gathered along the street, likely from the early 1900s."
77-1800,,,military formation; uniformed soldiers; institutional building; early 20th century; black and white photograph,"A black and white photograph showing a large group of uniformed soldiers or cadets standing in formation on a grassy field in front of a Victorian-era institutional building with distinctive towers and a cross visible in the background, with spectators gathered to observe the assembly."
77-1801,,,river; industrial equipment; derrick; black and white photograph; early 20th century,"A black and white photograph showing a tall derrick or drilling rig positioned in a river with industrial buildings and forested hills visible in the background, likely documenting industrial or construction activity along a waterway in the Corning, NY area."
77-1802,,,industrial site; concrete structure; bare trees; black and white photograph; early 20th century,"A black and white photograph showing an industrial landscape with a concrete dam or water control structure surrounded by fenced areas, bare trees, and industrial buildings with smokestacks visible in the background, typical of early industrial Corning, NY."
77-1803,,,parade; downtown street; early 1900s; marching band; brick buildings,"A large parade procession moves down a downtown street lined with spectators and brick commercial buildings, featuring a marching band in uniform and crowds of people in early 20th-century attire."
77-1804,,,parade; downtown street; early 20th century; large crowd; black and white photograph,"A large parade or public gathering fills a downtown Corning street lined with brick buildings and utility poles, with crowds of people lining both sides of the street and a banner-carrying group marching down the center, photographed in black and white."
77-1805,,,parade; horse-drawn carriages; downtown street; early 20th century; black and white photograph,"A crowded street parade in downtown Corning, NY featuring horse-drawn carriages and wagons moving down a wide main street lined with brick buildings and spectators, photographed in black and white during the early 1900s."
77-1806,,,downtown street; wooden utility poles; brick buildings; early 20th century; black and white photograph,"A black and white photograph showing a downtown street scene with wooden utility poles, brick and white-painted buildings on either side, horse-drawn wagons and pedestrians, hills visible in the background, and the notation ""18"" marked on the image."
77-1807,,,early aircraft; seaplane; water landing; vintage aviation; black and white photograph,"A black and white photograph showing an early seaplane with a large fabric-covered wing and fuselage floating on water, with several crew members visible on the aircraft and a spherical balloon or observation device tethered above it."
77-1808,,,rock formation; natural landscape; black and white photograph; geological feature; outdoor scene,A black and white photograph showing a distinctive rock formation or outcropping surrounded by vegetation and foliage in what appears to be a natural outdoor setting.
77-1809,,,industrial smokestacks; riverfront; steamboat; early 20th century; black and white photograph,"A black and white photograph showing industrial smokestacks on the left bank of a river with a steamboat moored in the water and a town with hills visible across the river, likely depicting industrial activity along the Chemung River in Corning, NY."
77-1810,,,bridge construction; steel arch bridge; industrial railway; early 20th century; black and white photograph,"A black and white photograph showing the skeletal steel framework of a large arch bridge under construction, with a steam locomotive and railway cars positioned beneath it on a rocky riverbed or construction site."
77-1811,,,industrial facility; river; manufacturing plant; black and white photograph; early 20th century,"A black and white photograph showing a large industrial manufacturing complex with multiple smokestacks situated along a river, with construction or industrial equipment and wooden railings visible in the foreground, likely depicting a glass or steel factory in Corning, NY during the early 1900s."
77-1812,,,parade; uniformed marchers; downtown street; early 20th century; black and white photograph,"A large parade or procession moves down a downtown Corning street lined with brick buildings and spectators, featuring uniformed marchers in the center and crowds of onlookers along both sides of the street."
77-1813,,,downtown street; parade or procession; bunting decorations; early 20th century; black and white photograph,"A crowded downtown street scene in Corning, NY showing a parade or public gathering with numerous pedestrians, bunting-decorated buildings, and what appears to be a large illuminated balloon or light fixture in the sky above the street."
77-1814,,,parade; downtown street; brick buildings; early 20th century; black and white photograph,"A large parade or procession moves down a downtown Corning street lined with brick commercial buildings and spectators, with participants in white clothing marching down the center of the unpaved road."
77-1815,,,parade; downtown corning; black and white photograph; early 1900s; decorated street,"A large parade or public procession moves down a downtown Corning street lined with brick buildings and spectators, with decorative black and white bunting strung overhead and what appears to be uniformed marchers or military personnel in formation."
77-1816,,,horse-drawn sleighs; winter street scene; Victorian buildings; community gathering; black and white photograph,"A black and white photograph showing multiple horse-drawn sleighs gathered on a snowy street in front of Victorian-era buildings, with numerous people assembled for what appears to be a winter community event or gathering in Corning, NY."
77-1818,,,rock formation; railroad tracks; winter landscape; bare trees; black and white photograph,"A black and white photograph showing a tall, dark rock outcropping or cliff face adjacent to railroad tracks in a snowy, wooded winter landscape, likely documenting a geological or railroad engineering feature in the Corning, NY area."
77-1819,,,vintage automobiles; state police; 1940s-1950s; accident investigation; black and white photograph,"A black and white photograph showing a State Police officer examining a damaged automobile at what appears to be an accident scene, with residential buildings visible in the background and another vehicle partially visible on the left side of the frame."
77-1820,,,group portrait; men in suits; black and white photograph; 1940s; formal gathering,"A formal black and white group photograph of approximately thirty men in business suits arranged in multiple rows, likely from the 1940s era, with one man in the center front wearing a light-colored shirt standing out among the formally dressed group."
77-1821,,,black and white photograph; film negative; architectural details; wooden structures; birdhouse,A two-frame film negative showing architectural or structural details including wooden beams and framework in the upper frame and what appears to be a small wooden birdhouse or similar structure in the lower frame.
77-1822,,,vintage automobile; agricultural equipment; rural landscape; black and white photograph; 1930s-1940s era,A black and white photograph showing an early automobile with an exposed engine and dual headlights parked next to large agricultural machinery with a steel frame structure in a rural setting with hills visible in the background.
77-1823,,,house fire; firefighters; ladder; residential building; black and white photograph,"Firefighters battle a house fire on the roof of a residential structure in Corning, NY, with multiple personnel positioned on ladders and the roof while others stand below, captured in this black and white historical photograph."
77-1824,,,industrial facility; vintage trucks; mid-20th century; black and white photograph; workers,"A black and white photograph showing workers operating industrial trucks and equipment at what appears to be a manufacturing or processing facility in Corning, NY, with large buildings and utility poles visible in the background."
77-1825,,,building fire; wooden structures; heavy smoke; nighttime; black and white photograph,A black and white photograph documenting a major structural fire with intense flames and smoke engulfing wooden buildings and utility poles in what appears to be a nighttime scene.
77-1826,,,formal dinner; nine men; beaded backdrop; mid-century; black and white photograph,"A black and white photograph showing nine men in business suits standing behind a dining table with glasses and place settings, posed in front of an ornate beaded backdrop, likely from a formal banquet or civic event in mid-20th century Corning, NY."
77-1827,,,beauty pageant; women; sashes; 1950s; formal wear,"A black and white photograph of ten women in formal gowns wearing sashes identifying them as pageant contestants, posed in two rows in front of a corrugated metal building, likely from a mid-20th century beauty competition in Corning, New York."
77-1828,,,formal ceremony; military uniform; dignitaries; outdoor gathering; black and white photograph,"A formal outdoor ceremony featuring military and civilian dignitaries seated in the front row, including a uniformed officer on the left and clergy members, with a large crowd of attendees visible in the background under an overcast sky."
77-1829,,,formal meeting; military uniform; handshake; mid-century; black and white photograph,"A black and white photograph showing a formal diplomatic or military meeting where a man in a dark suit shakes hands with a uniformed military officer while other officials in suits observe, set against a cloudy sky backdrop."
77-1830,,,formal gathering; military officer; seated dignitaries; black and white photograph; mid-20th century,"A black and white photograph showing a formal outdoor ceremony or gathering with multiple men in suits and at least one military officer seated in the foreground, with additional attendees standing behind them under a cloudy sky with utility poles visible in the background."
77-1831,,,night photograph; street scene; historic buildings; corning ny; black and white,"A nighttime street scene in Corning, NY showing historic buildings along a street with street lighting, captured in black and white photography."
77-1832,,,industrial interior; glass furnace; glassmaking; black and white photograph; mid-20th century,"A black and white photograph showing the interior of a glass furnace or kiln with visible arched openings and structural elements, likely documenting glassmaking operations at Corning Glass Works."
77-1833,,,black and white photograph; group of men; industrial or construction site; mid-20th century; outdoor gathering,"A black and white photograph showing a group of men gathered around what appears to be an industrial or construction site, with one man in the center crouching and holding or examining a large pipe or metal beam while others observe."
77-1834,,,baseball; men; outdoor gathering; mid-20th century; black and white photograph,"A group of men gathered outdoors in what appears to be a baseball-related meeting or discussion, with some seated holding papers and others standing around them, dressed in casual 1940s-1950s attire including white shirts and hats."
77-1835,,,church fire; firefighting equipment; gothic architecture; downtown corning; black and white photograph,"A black and white photograph showing firefighting efforts at a Gothic Revival church in downtown Corning, NY, with fire hoses deployed in the street and residential buildings visible in the background."
77-1836,,,fire fighting; brick building; water stream; firefighters; black and white photograph,"Firefighters direct a water stream at a brick industrial or institutional building during a fire suppression operation, with metal fire escape stairs visible on the left side of the structure."
77-1837,,,fire; firefighting; industrial building; ladder; black and white photograph,"A black and white photograph documenting firefighting efforts at an industrial building with heavy smoke billowing from the structure, firefighters operating a water stream from ground level, and a ladder truck positioned on the left side of the scene."
77-1838,,,firefighting; fire hose; night scene; emergency response; black and white photograph,"Firefighters direct a powerful stream of water from a fire hose at night to combat a building fire in Corning, NY, with several personnel visible operating the equipment and managing the hose line."
77-1839,,,firefighters; ladder rescue; brick building; fire emergency; black and white photograph,"A black and white photograph showing firefighters ascending a long ladder against a tall brick industrial building during what appears to be a fire response operation in Corning, NY, with a fire truck visible at ground level."
77-1840,,,fire; brick building; firefighting; smoke; black and white photograph,"Firefighters direct water streams from hoses onto a brick building engulfed in heavy smoke during an active fire response in Corning, NY."
77-1841,,,building fire; smoke; crowd; brick architecture; black and white photograph,"A black and white photograph showing a large brick building with distinctive peaked roofs engulfed in smoke during a fire, with a crowd of onlookers gathered in the street below to witness the event."
77-1842,,,building fire; brick structure; crowd; smoke; black and white photograph,"A black and white photograph showing a large crowd of onlookers gathered to watch a brick building engulfed in heavy smoke and flames, with bare trees visible and what appears to be an institutional or civic building with a distinctive cupola on the left side."
77-1843,,,fire fighting; brick building; metal staircase; firefighters; black and white photograph,"Firefighters operate a water stream from an elevated metal platform and staircase against a brick building, likely documenting a fire response or training exercise in Corning, NY."
77-1844,,,building fire; smoke; brick structure; black and white photograph; corning ny,"A brick building engulfed in heavy smoke during a fire, with a chain-link fence in the foreground and a street lamp visible on the right side of the image."
77-1845,,,industrial building; metal staircase; chain-link fence; black and white photograph; foggy conditions,"A black and white photograph showing an industrial or institutional building with barred windows and an external metal staircase, partially obscured by fog or mist, with a chain-link fence visible in the foreground."
77-1846,,,building fire; smoke; brick structure; fire hose; black and white photograph,"A multi-story brick building engulfed in heavy smoke and flames during a major fire, with a fire hose visible in the foreground, documenting what appears to be a significant fire event in Corning, NY."
77-1847,,,fire truck; ladder; firefighting; building fire; black and white photograph,"A vintage fire truck with an extended ladder is spraying water onto a burning building engulfed in smoke, with firefighters operating the equipment during what appears to be a mid-20th century fire response in Corning, NY."
77-1848,,,historic buildings; downtown corning; classical architecture; tin ware store; black and white photograph,"A black and white photograph showing a row of historic buildings in downtown Corning, including a white classical-style building with columns on the left and a brick building on the right with a ""Tin Ware & S[...]"" storefront, with the caption indicating this is ""one of the oldest hotels in the County."""
77-1849,,,large crowd; outdoor event; bleachers; river; black and white photograph,"An aerial view of a large crowd of spectators seated in bleachers along a riverbank, with what appears to be a water-based event or activity taking place in the river below."
77-1850,,,parade; marching band; downtown street; early 20th century; black and white photograph,"A large parade fills a downtown Corning street with marching band members in white uniforms, spectators lining the sidewalks, and period buildings including a visible ""U.S. Wellington & Co's Bank"" sign in the background."
77-1851,,,parade; horse-drawn carriage; crowd; downtown street; early 20th century,"A large crowd gathers in a downtown Corning street for a parade featuring horse-drawn carriages, marching bands with instruments, and formally dressed participants in what appears to be an early 20th-century civic or ceremonial procession."
77-1852,,,mooseheart; june 1902; procession; umbrellas; black and white photograph,"A black and white photograph dated ""Mooseheart-June 15, 1902"" showing a group of people holding umbrellas walking in procession on a brick pathway, with trees and a church steeple visible in the background."
77-1853,,,winter scene; denison park; frozen pond; bare trees; 1923; black and white photograph,"A winter scene in Denison Park from 1923 showing a snow-covered frozen pond surrounded by bare trees and bare vegetation, with people visible on the ice and park structures in the distance."
77-1854,,,hardware store; brick building; early 20th century; downtown corning; black and white photograph,"A corner brick building housing a hardware store with signage reading ""MILLS DAUGH DRAKE"" and ""HARDWARE"" visible on the storefront, featuring large display windows on the ground floor and multiple windows on the upper stories, photographed in black and white during the early 1900s."
77-1855,,,storefront; horse-drawn wagon; pedestrians; early 20th century; black and white photograph,"A black and white photograph showing a street-level storefront with large windows and a decorative awning, with several pedestrians and a horse-drawn wagon in front of the building in what appears to be early 1900s Corning, NY."
77-1856,,,storefront; rockwell & shumway; men in period clothing; late 19th century; black and white photograph,"A black and white photograph of the Rockwell & Shumway storefront in Corning, NY, showing five men posed in front of the shop window decorated with draped fabric and a scalloped awning, likely dating to the late 1800s."
77-1857,,,parade float; whoopee; w.m. killigrew seeds lime poultry supply; vintage automobiles; residential street; black and white photograph,"A parade float advertising ""Whoopee"" and ""W.M. Killigrew Seeds Lime Poultry Supply"" passes by residential buildings on a tree-lined street in what appears to be early-to-mid 20th century Corning, NY."
77-1858,,,gasoline car; erie railroad; railway; 1925; black and white photograph,"A gasoline-powered railroad car running on the Erie R.P. (Erie Railroad) tracks, photographed in 1925, showing a streamlined passenger or freight car with windows along its side and trees visible in the background."
77-1859,,,victorian mansion; brick architecture; corning new york; residential building; black and white photograph,"A black and white photograph showing the Victorian residence of the late F. N. Drake in Corning, New York, featuring a prominent brick mansion with multiple turrets, steep rooflines, wraparound porches, and ornate architectural details typical of late 19th-century residential design."
77-1860,,,stone bridge; river; ornamental railings; early 20th century; black and white photograph,"A stone arch bridge spanning a river with decorative balustrade railings and multiple supporting piers, completed November 11, 1924, as noted in the handwritten caption at the bottom of the photograph."
77-1861,,,historic buildings; brick architecture; church; downtown corning; black and white photograph,"A black and white photograph showing a historic downtown Corning streetscape featuring a prominent church with a crenellated tower and large arched windows, adjacent brick commercial buildings, bare trees, and what appears to be an early automobile in the foreground."
77-1862,,,historical map; erwin township; land survey; estate map; black and white photograph,"A historical map of Erwin Township showing the estate of the late Samuel Erwin, Esq., with property divisions, landowner names including Cooper, Erwin, Smith, and Dominick, and surveyed lot lines compiled on May 21, 1839."
77-1863,,,monument; brick buildings; downtown corning; unpaved street; black and white photograph,"A historic street scene in Corning, NY featuring a tall monument or statue surrounded by mature trees in the center of an unpaved town square, flanked by substantial brick commercial buildings with arched windows and storefronts."
77-1864,,,riverboat; steam engine; industrial; river landscape; black and white photograph,A steam-powered riverboat with a tall smokestack and cargo crates is docked in a river valley with forested hills in the background and industrial buildings visible along the shoreline.
77-1865,,,bridge construction; arch bridge; early 20th century; construction equipment; black and white photograph,"A black and white photograph showing the construction of a large arch bridge with wooden scaffolding and support structures, featuring the Corning skyline with church steeples visible in the background, likely documenting bridge construction in Corning, NY during the early 1900s."
77-1866,,,industrial smokestacks; river; stone bridge; black and white photograph; early 20th century,"A black and white photograph showing an industrial riverside scene with tall factory smokestacks on the left bank, a multi-arch stone bridge spanning the water, and industrial buildings along the waterfront, likely depicting Corning, NY's glass manufacturing heritage along the Chemung River."
77-1867,,,industrial facility; factory smokestacks; canal; black and white photograph; early 20th century,"A black and white photograph showing an industrial glass manufacturing facility in Corning, NY with two prominent smokestacks, wooden drying racks, a canal, and surrounding factory buildings nestled in a valley with hills in the background."
77-1868,,,industrial factory; twin smokestacks; construction site; black and white photograph; early 20th century,"A black and white photograph showing a large industrial factory building with two prominent twin smokestacks under construction, with a construction crane visible on the left side and scattered building materials and logs in the foreground."
77-1869,,,industrial factory; multiple smokestacks; riverside location; black and white photograph; early 20th century,"A black and white photograph showing a large industrial factory complex with multiple tall smokestacks situated along a riverbank, with forested hills visible in the background and scattered debris and railroad tracks in the foreground."
77-1870,,,industrial factory; riverside; brick buildings; black and white photograph; early 20th century,"A black and white photograph showing an industrial factory complex along a waterway in Corning, NY, with distinctive twin smokestacks, multi-story brick buildings, and wooden boats or barges moored in the foreground on the water."
77-1871,,,industrial structure; wooden framework; concrete base; rural landscape; black and white photograph,"A black and white photograph showing a man standing atop a large concrete structure with tall wooden vertical slats or framework, set in a rural landscape with hills and industrial buildings visible in the background."
77-1872,,,corning ny; industrial landscape; rooftop view; factory chimneys; black and white photograph,"A black and white photograph taken from a rooftop showing an industrial Corning, New York landscape with factory chimneys, a church steeple, forested hills in the background, and construction or industrial materials scattered on the foreground roof."
77-1873,,,bridge construction; steel framework; crane; industrial; black and white photograph,"A black and white photograph showing the construction of a steel bridge with a tall lattice crane lifting curved steel framework sections over water, documenting mid-20th century bridge engineering and construction methods."
77-1874,,,shipyard; vessels under construction; industrial waterfront; black and white photograph; mid-20th century,"A black and white photograph showing multiple ships in various stages of construction at what appears to be a shipyard, with a large cross visible on the left side, wooden scaffolding and support structures, and workers visible on the dock area."
77-1875,,,stone bridge; river; industrial smokestacks; black and white photograph; early 20th century,"A black and white photograph showing a multi-arch stone bridge spanning a river with industrial smokestacks visible on the left bank and hills in the background, typical of early industrial-era Corning, New York."
77-1876,,,early aviation; seaplane; waterfront; early 20th century; black and white photograph,"A black and white photograph showing workers boarding or working on an early seaplane with fabric-covered wings and struts, docked at a waterfront facility in what appears to be the early 1900s."
77-1877,,,vintage aircraft; biplane; passengers boarding; 1920s-1930s aviation; black and white photograph,"A black and white photograph showing passengers boarding a large biplane aircraft, likely from the 1920s-1930s era, with ground crew and onlookers visible near the fuselage and landing gear."
77-1878,,,early aviation; biplane; pilot; aerial photograph; black and white photograph,"A black and white photograph showing an early biplane in flight with a pilot visible in the open fuselage, flying over a landscape with forested hills and water visible below."
77-1879,,,man descending stairs; uniformed officials; black and white photograph; early 20th century; formal occasion,"A well-dressed man in a light-colored suit descends a stairway surrounded by uniformed officials and military personnel in this black and white photograph, suggesting an official or diplomatic event from the early 20th century."
77-1880,,,military parade; uniformed soldiers; public gathering; early 20th century; black and white photograph,"A black and white photograph showing a large formation of uniformed soldiers marching in a parade or military assembly on an open field, with spectators watching from the sides and a Victorian-era building visible in the background."
77-1881,,,street scene; utility poles; brick buildings; crowd of people; black and white photograph,"A black and white photograph showing a street scene in what appears to be early 20th century Corning, NY, with utility poles lining both sides of the street, substantial brick buildings, a gathered crowd of people, and hills visible in the background."
77-1882,,,baseball team; institutional building; early 20th century; black and white photograph; outdoor field,"A baseball team in light-colored uniforms stands in a line on a grass field with a distinctive Victorian-era institutional building featuring a tower visible in the background, likely from the early 1900s in Corning, NY."
77-1883,,,baseball team; uniformed players; institutional building; early 20th century; black and white photograph,"A baseball team in white uniforms stands in formation on a field in front of a large Victorian-era institutional building with a prominent tower, with spectators visible in the background and the archive reference number ""40"" visible in the lower right corner."
77-1884,,,birch tree; peeling bark; nature; black and white photograph; close-up,"A black and white photograph showing a tall birch tree with distinctive peeling white and dark bark, photographed against a light sky with vegetation visible at its base."
77-1885,,,stone tower; forested landscape; water view; black and white photograph; historic ruins,"A black and white photograph showing a deteriorating stone tower or chimney structure surrounded by dense forest vegetation, with a body of water visible in the distance, likely depicting a historic ruin in the Corning, NY area."
77-1886,,,victorian building; public gathering; town square; black and white photograph; early 1900s,"A black and white photograph showing a large Victorian-era building with distinctive towers and cupolas surrounded by crowds of people gathered on an open field, with the archive reference number 44 visible in the lower right corner."
77-1887,,,public gathering; gazebo; early 20th century; outdoor event; black and white photograph,"A large crowd of people gathered on an open field near a distinctive gazebo with a cupola tower on the left side, with trees and buildings visible in the background in this early 20th-century photograph marked with the number 45."
77-1888,,,public gathering; historic building; tower; crowd; black and white photograph,"A large crowd gathers on an open field near a distinctive Victorian-era building with a prominent tower in Corning, NY, with the archive reference number 46 visible in the lower right corner."
77-1889,,,street parade; formal gathering; early 20th century; tree-lined street; black and white photograph,"A black and white photograph showing a formal street gathering or parade in Corning with crowds of people wearing hats and formal attire lining a tree-lined street with buildings visible in the background, marked with archive number 35."
77-1890,,,street scene; wooden utility poles; brick buildings; pedestrians; early 20th century; black and white photograph,"A black and white photograph showing a street scene in Corning, NY with numerous pedestrians gathered on a dirt road lined with wooden utility poles, flanked by brick industrial or commercial buildings, with hills visible in the background."
77-1891,,,parade; marching band; early 20th century; downtown corning; black and white photograph,"A marching band and procession of people parade down a dirt street in downtown Corning, NY, lined with brick and white buildings, utility poles, and mountains visible in the background."
77-1892,,,marching band; street parade; early 20th century; wooden utility poles; brick buildings,"A black and white photograph showing a marching band with brass instruments parading down a street in Corning, NY, flanked by brick industrial buildings and wooden utility poles, with mountains visible in the background and spectators lining the street."
77-1893,,,military formation; institutional building; parade ground; early 20th century; black and white photograph,"A black and white photograph showing a large group of uniformed personnel standing in formation on a grassy field with a distinctive Victorian-era institutional building featuring turrets and a flagpole visible in the background, with trees lining the perimeter and spectators gathered around the edges."
77-1894,,,victorian building; cemetery; gathering; black and white photograph; historic architecture,A black and white photograph showing a large Victorian-era building with distinctive towers and cupolas surrounded by crowds of people gathered in what appears to be a cemetery with numerous white headstones visible in the foreground.
77-1895,,,military parade; institutional building; early 20th century; black and white photograph; public gathering,"A black and white photograph showing a military formation or parade on a grassy field with soldiers lined up in formation on the left, spectators gathered in the background, and a prominent Victorian-era institutional building with towers and turrets visible on the right side of the image, marked with the number ""37"" in the lower right corner."
77-1896,,,victorian building; public gathering; open field; black and white photograph; early 20th century,"A black and white photograph showing a large Victorian-era institutional building with distinctive towers and cupolas surrounded by crowds of people gathered on an open field, with the photograph numbered ""36"" in the lower right corner."
77-1897,,,steam locomotive; railroad; 1920s; corning ny; black and white photograph,"A photograph dated 4-21-1925 showing a large steam locomotive on railroad tracks with buildings and bare trees in the background, captioned ""One of Largest Engines in World"" and attributed to Matt H Shay."
77-1898,,,train wreck; crowd; disaster; 1929; black and white photograph,"A large crowd of onlookers gathers around the wreckage of a severely damaged train car dated May 18, 1929, with debris scattered across the ground and destroyed railway equipment visible in the background."
77-1899,,,railroad wreck; derailment; campbell new york; 1929; black and white photograph,"A Delaware, Lackawanna & Western Railroad wreck at Campbell, N.Y., photographed on May 10, 1929 at about 8 A.M., showing derailed and damaged freight cars on the tracks with debris scattered across the ground."
77-1901,,,warehouse fire; gorton warehouse; corning ny; railroad car; march 1925,"This black and white photograph documents the ruins of the Gorton Warehouse following a fire that occurred on Friday, March 13, 1925, showing the severely damaged and burned-out structure with its skeletal frame still standing on railroad tracks."
77-1902,,,fire damage; ruins; downtown corning; 1925; black and white photograph,"This photograph documents the aftermath of a devastating fire in Corning, NY on March 19, 1925, showing extensive destruction with charred wooden debris, collapsed structures, and damaged buildings in the background amid the ruins of what was once the downtown area."
77-1903,,,ruins; gorton warehouse; destroyed building; industrial structure; black and white photograph,"This black and white photograph shows the ruins of Gorton Warehouse in Corning, NY, depicting a severely damaged industrial building with collapsed wooden structures, debris scattered across the ground, and mountains visible in the background."
77-1904,,,residential warehouse fire; destruction; debris; 1945; black and white photograph,"This black and white photograph documents the aftermath of a residential warehouse fire in Corning, NY on Friday, March 13, 1945 at 3 A.M., showing extensive debris and charred remains scattered across the ground with damaged buildings visible in the background."
77-1907,,,tree damage; park avenue; corning ny; early 1900s; storm damage,"A photograph documenting a large tree blown down on Park Avenue in Corning, NY on February 19, 1905, with residential buildings and utility poles visible along the street and several people gathered to observe the damage."
77-1908,,,two people; brick building; alleyway; vintage clothing; black and white photograph,"A grainy black and white photograph showing two people standing in an alley or narrow passage between brick buildings, with one person in darker clothing and another in lighter clothing visible against the brick wall."
77-1909,,,victorian mansion; brick architecture; residential building; black and white photograph; late 19th century,"A black and white photograph of a large Victorian-era mansion in Corning, NY, featuring distinctive architectural elements including a steep gabled roof, multiple chimneys, decorative trim, and wraparound porches, surrounded by mature trees."
77-1910,,,monument; statue; public square; early 20th century; black and white photograph,"A black and white photograph showing a stone monument with a statue on top in what appears to be a public square or park in Corning, NY, with bare trees and period street lamps visible in the background."
77-1911,,,church building; steeple; bare trees; black and white photograph; early 20th century,"A black and white photograph showing a church building with a prominent steeple and bell tower, surrounded by bare deciduous trees, likely taken in late fall or early spring in Corning, NY."
77-1912,,,portrait photograph; woman; eyeglasses; early 20th century; black and white,"A black and white portrait photograph of a woman wearing eyeglasses with her hair styled up, presented in an oval vignette format typical of early 20th century photography."
77-1913,,,city club fire; corning ny; 1926; fire damage; historic building; black and white photograph,"This black and white photograph documents the City Club Fire in Corning, New York on May 12, 1926, showing a damaged Victorian-era building with visible fire destruction and bare trees in the foreground."
77-1917,,,festival; 1920s; bicycle; monowheel; black and white photograph,"A photograph dated 10-2-1924 showing a person riding a monowheel (single-wheel cycle) during what appears to be a festival event in Corning, NY, with buildings and trees visible in the background."
77-1918,,,parade float; fire prevention week; vintage automobile; black and white photograph; corning ny,"A Fire Prevention Week parade float from October 5-11 featuring a vintage truck with ""DONT"" safety messages, an American flag, and a model building structure, photographed in front of the Lipinsky Shop in Corning, New York."
77-1919,,,kishbaugh river; flood damage; 1924; bicycles; wooden structures,"A black and white photograph dated April 5, 1924 showing flood damage along the Kishbaugh River, with several people on bicycles standing near a damaged wooden structure and a vehicle, documenting the aftermath of flooding in the area."
77-1920,,,riverside; 1924; bare trees; commercial building; black and white photograph,"A photograph dated Thursday, April 3, 1924, showing W. Kishbaugh's Riverside establishment, a small commercial building with signage, bare trees, and an early automobile visible on the left side of the frame."
77-1921,,,storefront; brick building; clearance sale; mid-20th century; black and white photograph,"A black and white photograph showing a street-level storefront with a banner announcing ""WE MUST BE READY TO MOVE TO OUR NEW BUILDING LATE IN APRIL. BUY AND SAVE 50"" and additional text referencing men's boys clothing, indicating a clearance sale prior to relocation."
77-1922,,,downtown corning; brick buildings; early 20th century; street scene; black and white photograph,"A black and white photograph of a downtown Corning street corner featuring a prominent brick corner building with multiple stories and regular window patterns, with pedestrians and street lamps visible in the unpaved street scene."
77-1923,,,storefront; awning; brick building; downtown corning; black and white photograph,"A black and white photograph of a historic downtown storefront in Corning, NY featuring a clothing house with striped awnings, large display windows with dark curtains, and ornamental architectural details on the upper facade."
77-1924,,,downtown corning; historic storefronts; horse-drawn carriages; early 1900s; black and white photograph,"A historic downtown Corning street scene featuring ornate brick commercial buildings with storefronts, canvas awnings, pedestrians, and horse-drawn wagons, likely from the early 20th century."
77-1925,,,factory interior; industrial machinery; manufacturing floor; black and white photograph; mid-20th century,"This black and white photograph shows the interior of an industrial manufacturing facility with multiple pieces of heavy machinery and equipment arranged along a production floor beneath a steel beam ceiling structure, typical of early-to-mid 20th century factory operations in Corning, NY."
77-1926,,,industrial construction; american bridge company; steel framework; workers; black and white photograph,"A black and white photograph showing industrial construction work at an American Bridge Company site, with workers on steel framework and lattice tower structures visible against large industrial buildings."
77-1927,,,gravestone; cemetery; snow; overgrown vegetation; black and white photograph,A snow-covered gravestone with decorative circular designs and partially legible carved text is surrounded by overgrown grass and vegetation in what appears to be a cemetery or burial ground.
77-1928,,,historical marker; pre-emption line; 1792; transit meridian; new york territory,A historical marker plaque documenting that a pre-emption line marker was placed in 1792 to designate the transit meridian line between New York and territory ceded to Massachusetts.
77-1929,,,historic building; arched windows; tree-lined; architectural detail; black and white photograph,"A black and white photograph showing a two-story historic building with arched windows and a front porch, partially obscured by large trees with full foliage, typical of late 19th or early 20th century architecture in Corning, NY."
77-1930,,,vintage automobile; early 1900s car; black and white photograph; industrial landscape; men in hats,"A black and white photograph showing an early 1900s automobile with two men in hats standing nearby, set against an industrial landscape with factory buildings and smokestacks in the background."
77-1931,,,horse-drawn wagon; parade or procession; tree-lined street; black and white photograph; early 20th century,"A black and white photograph showing a horse-drawn wagon or cart with multiple white horses passing through a tree-lined street, with spectators visible along the sides and buildings in the background, appearing to document a parade or public procession in an early 20th-century setting."
77-1932,,,horse-drawn carriage; tree-lined street; black and white photograph; early 20th century; corning ny,"A black and white photograph showing a horse-drawn carriage or wagon on a tree-lined street in what appears to be early 20th century Corning, New York, with figures visible around the vehicle and foliage overhead."
77-1933,,,parade; giant figures; street event; mid-20th century; black and white photograph,"A parade scene showing large inflatable or constructed figures towering over crowds of spectators lining a tree-shaded street, likely from a mid-20th century community celebration in Corning, NY."
77-1934,,,tree bark; close-up; natural texture; black and white photograph; vegetation,"A close-up black and white photograph showing the detailed bark texture of a tree trunk with rough, layered surface patterns."
